Sanskrit,Roman,Gender,English Meaning,Hindi Meaning
दिलीप,diliipa,masculine,"दिलीपः [dilīpḥ], A king of the Solar race, son of अंशुमत् and father of भगीरथ, but according to Kālidāsa, of रघु. [He is described by Kālidāsa as a grand ideal of what a king should be. His wife was S...","एक सूर्यवंशी राजा, अंशुमान् का पुत्र, भागीरथ का पिता"
पेलिनी,pelinii,feminine,"पेलिनी [pēlinī], Cabbage (Mar. कोबी); Gīrvāṇa.","गांठगोभी, पातगोभी"
कपोतक,kapotaka,adjective,"कपोतकः [kapōtakḥ], 1 A small pigeon; Bhāg.11.7.72.",छोटा कबूतर
परमेष्ठ,parameshtha,masculine,"परमेष्ठ [paramēṣṭha], a. Superior, supreme.",ब्रह्मा का विशेषण
आश्रयण,aashrayana,masculine,"आश्रयण [āśrayaṇa], a. (-णी f.)","दूसरे के संरक्षण में रहना, शरण लेना"
स्थास्नु,sthaasnu,adjective,"स्थास्नु [sthāsnu], a. [स्था-स्नु]","स्थिर, दृढ़, अचल"
यमेरुका,yamerukaa,feminine,"यमेरुका [yamērukā], A kind of gong on which the hours are struck.",एक प्रकार का घण्टा जिस पर आघात करके समय की सूचना दी जाती है
अनवस्कर,anavaskara,adjective,"अनवस्कर [anavaskara], a. Free from dirt, pure, clear.","मलरहित,स्वच्छ,साफ"
वशिष्ठ,vashishtha,masculine,"वशिष्ठ [vaśiṣṭha], See वसिष्ठ.",एक विख्यात मुनि का नाम
उपोषण,uposhana,masculine,"उपोषणम् [upōṣaṇam], A fast, fasting; नास्ति स्त्रीणां पृथग् यज्ञो न व्रतं नाप्युपोषणम् Ms.3.155.","उपवास रखना, व्रत"
और्व,aurva,adjective,"और्व [aurva], a. (-र्वी f.) [ऊरु-अण्]",धरती से सम्बन्ध रखने वाला
अतिपात्य,atipaatya,adjective,"अतिपात्य [atipātya], pot. p. To be delayed or put off; काम- मनतिपात्यं धर्मकार्यं देवस्य Ś.5.",विलम्बित या स्थगित करने योग्य
निगुप्,nigup,unknown,"निगुप् [nigup], To conceal. गुप् (गुप् [gup], I. 1 P. (गोपायति, गोपायित or गुप्त)); इच्छतीशश्च्युताचारान् दारानिव निगोपितुम् Ki.15.19.","छिपाना, गुप्त रखना"
प्रकाण्ड,prakaanda,masculine,"प्रकाण्डः [prakāṇḍḥ] ण्डम् [ṇḍam], ण्डम् 1 The trunk of a tree from the root to the branches; कदलीप्रकाण्डरुचिरोरुतरुः Śi.9.45.",वृक्ष का तना जड़ से शाखाओं तक
मलीमस,maliimasa,adjective,"मलीमस [malīmasa], a. [मल-ईमसच्]","मैला, गन्दा, अपवित्र, अस्वच्छ, कलंकित, मलिन"
अन्तरय,antaraya,masculine,"अन्तरयः [antarayḥ] रायः [rāyḥ], रायः 1 An impediment, obstacle, hindrance, what stands in the way; स चेत् त्वमन्तरायो भवसि च्युतो विधिः R.3.45,14.65; बह्वन्तराययुक्तस्य धर्मस्य त्वरिता गतिः Pt.3.11; अ...","अवरोध, बाधा, रुकावट"
आनद्ध,aanaddha,adjective,"आनद्ध [ānaddha], p. p.","बांधा हुआ, मढ़ा हुआ"
वलक्ष,valaksha,adjective,"वलक्ष [valakṣa], see बलक्ष.",श्वेत
मरीचिन्,mariichin,masculine,"मरीचिन् [marīcin] मरीचिमत् [marīcimat], मरीचिमत् a. Radiant, lustrous. -m The sun.",सूर्य
विप्रहत,viprahata,adjective,"विप्रहत [viprahata], p. p.","पटक दिया हुआ,गिराया हुआ"
बाकुल,baakula,masculine,"बाकुलम् [bākulam], The fruit of the Bakula tree.",बकुल वृक्ष का फल
धूलिका,dhuulikaa,feminine,"धूलिका [dhūlikā], Fog, mist. धूश् (ष्-स्) 1 U. (धूशयति-ते) To adorn, decorate.","कोहरा, धुंध"
चमरिक,chamarika,masculine,"चमरिकः [camarikḥ], The Kovidāra tree.","कोविदार वृक्ष, कचनार का पेड़"
ढुण्ढि,dhundhi,masculine,"ढुण्ढिः [ḍhuṇḍhiḥ], An epithet of Gaṇeśa. ण",गणेश का विशेषण
अतिपातित,atipaatita,adjective,"अतिपातित [atipātita], p. p.","स्थगित,विलंबित"
पार्थव,paarthava,masculine,"पार्थव [pārthava], a. Belonging to पृथु; अस्मिन् कृतमतिर्मत्येः पार्थवीं गतिमाप्नुयात् Bhāg.4.23.39.","विशालता, विस्तार, फैलाव, चौड़ाई"
वैरल्य,vairalya,masculine,"वैरल्यम् [vairalyam], 1 Scarceness, rareness.","न्यूनता, विरलता"
अनुयोक्तृ,anuyoktri,masculine,"अनुयोक्तृ [anuyōktṛ], a. An examiner, interrogator; inquirer; a teacher, especially hired or mercenary (भृतकाध्यापक). अनुयोक्ता च यो विप्रो अनुयुक्तश्च भारत Mb.13.23.17.","परीक्षक,जिज्ञासु,अध्यापक"
निकेत,niketa,masculine,"निकेतः [nikētḥ] तकः [takḥ], तकः 1 A house, habitation, mansion, abode; श्रितगोकर्णनिकेतमीश्वरम् R.8.33;14.58; Bg.12.19; Ku.5.25; Ms.6.26; Śi.5.26.","घर, आवास, भवन, आलय"
उपनम्र,upanamra,adjective,"उपनम्र [upanamra], a. Coming to, being present; N.","आनेवाला, उपस्थित होने वाला"
कौटिक,kautika,masculine,"कौटिक [kauṭika], a.","बहेलिया, जिसका व्यवसाय पक्षियों को पकड़ पिंजरे में बन्द कर बेचना है"
निर्वपण,nirvapana,masculine,"निर्वपण [nirvapaṇa], a.,","उडेल देना, भेंट करना"
पृषत्,prishat,masculine,"पृषत् [pṛṣat], a.",जल या कसी और तरल पदार्थ की बूँद
कन्याका,kanyaakaa,feminine,"कन्याका [kanyākā], (= कन्यका).",तरुणी लड़की
क्रोष्टु,kroshtu,masculine,"क्रोष्टु [krōṣṭu] ष्टृ [ṣṭṛ], ष्टृ m. (-ष्ट्री f.) [क्रुश्-तुन् Uṇ.1.69] A jackal (the strong cases of this word are necessarily formed from क्रोष्टृ and the weak ones optionally); so क्रोष्टुक Y.1.14...",गीदड़
मत्स,matsa,masculine,"मत्सः [matsḥ], 1 A fish.",मछली
आधिमासिक,aadhimaasika,adjective,"आधिमासिक [ādhimāsika], a. Relating to an intercalary month; करणाधिष्ठितमाधिमासिकं कुर्यात् Kau. A.2.7.",अधिमास या मलमास से संबंध रखने वाला
